日期,股票代號,股票名稱,開盤價,最高價,最低價,收盤價,成交股數(股),成交金額(元),成交筆數(筆),外資買賣超(張),投信買賣超(張),自營商買賣超(張),合計買賣超(張),估算買賣超金額(萬元),融資買進(張),融資賣出(張),融資現金償還(張),融資前日餘額(張),融資餘額(張),融券買進(張),融券賣出(張),融券現券償還(張),融券前日餘額(張),融券餘額(張),資券互抵(張)
2026-06-11,0050,元大台灣50,100.0,100.55,97.6,99.85,299040372,29602350093,549697,-91841,0,2846,-78744,-786258.84,1725,504,20,11182,12383,310,64,0,1422,1176,89
2026-06-10,006208,富邦台50,237.1,237.8,232.0,232.05,5619870,1319824590,29576,-834,0,0,-1459,-33856.1,30,7,0,241,264,0,3,0,26,29,0
2026-06-10,2330,台積電,2285.0,2300.0,2255.0,2255.0,54194021,123146622990,510491,-15543,0,-4,-731,-164840.5,1038,1207,13,28350,28168,0,0,0,0,0,0
2026-06-10,2317,鴻海,271.0,274.0,262.5,263.0,93369272,25034494841,124841,-15653,0,-165,-2577,-67775.1,1810,2851,29,46782,45712,113,51,1,722,659,12
2026-06-10,0050,元大台灣50,102.6,102.95,100.2,100.25,192916596,19540045300,423917,-62999,0,1250,-48624,-487455.6,1435,893,113,10753,11182,109,131,0,1400,1422,23
2026-06-09,006208,富邦台50,236.6,239.75,234.7,239.55,2690452,639473728,9374,-359,0,0,456,10923.48,37,14,0,218,241,0,0,0,26,26,0
2026-06-09,2317,鴻海,270.5,277.5,268.5,277.5,74649081,20371868977,69999,-10736,0,125,166,4606.5,1680,1785,17,46904,46782,83,53,1,753,722,19
2026-06-09,2330,台積電,2305.0,2320.0,2295.0,2305.0,38847544,89604249837,156384,-15009,0,2660,-1254,-289047.0,1354,597,10,27603,28350,0,0,0,0,0,0
2026-06-09,0050,元大台灣50,102.1,103.6,101.35,103.5,246039378,25054932573,121189,-21647,0,2450,-13469,-139404.15,771,1313,27,11322,10753,248,75,0,1573,1400,22
2026-06-08,006208,富邦台50,228.5,234.75,227.35,233.85,10547287,2446967930,43067,81,0,0,-3786,-88535.61,32,15,0,201,218,0,0,0,26,26,0
2026-06-08,2317,鴻海,257.5,272.0,257.5,269.5,117863651,31298320100,126170,-5184,0,643,-1462,-39400.9,2053,3370,49,48270,46904,228,118,2,865,753,46
2026-06-08,2330,台積電,2230.0,2320.0,2230.0,2295.0,52273858,119557290165,436256,-20465,0,730,-215,-49342.5,1242,1570,33,27964,27603,0,0,1,1,0,0
2026-06-08,0050,元大台灣50,98.05,101.3,98.05,100.95,524952235,52211365308,599172,-113326,0,8432,-95591,-964991.15,3225,1472,4,9573,11322,109,249,0,1433,1573,969
2026-06-05,006208,富邦台50,243.4,243.5,238.1,241.05,5354136,1292855112,29215,-580,0,-30,-1425,-34349.62,12,1,0,190,201,0,0,0,26,26,0
2026-06-05,2317,鴻海,290.5,292.5,278.0,284.5,93158859,26506350945,105075,-3319,0,262,-2324,-66117.8,2617,4423,13,50089,48270,175,160,1,881,865,44
2026-06-05,2330,台積電,2395.0,2405.0,2350.0,2365.0,43403895,102970368110,364351,-17840,0,2900,516,122034.0,1183,1590,17,28388,27964,69,0,16,86,1,0
2026-06-05,0050,元大台灣50,105.0,105.35,102.8,104.15,337031371,34914259576,355384,-62926,0,6297,-52713,-549005.9,1073,1599,2,10101,9573,137,246,0,1324,1433,211
2026-06-04,006208,富邦台50,247.15,248.0,245.8,245.95,4444624,1096768372,16268,-213,0,461,-452,-11116.94,24,7,0,173,190,0,0,0,26,26,0
2026-06-04,2330,台積電,2385.0,2415.0,2385.0,2385.0,32542948,77931338144,196886,-11257,0,537,1099,262111.5,950,849,23,28310,28388,18,0,0,104,86,1
2026-06-04,2317,鴻海,309.0,309.0,293.0,293.0,110760779,33140015179,146574,-28178,0,856,-2280,-66804.0,4119,6676,28,52674,50089,273,62,1,1093,881,18
2026-06-04,0050,元大台灣50,106.75,107.0,106.05,106.1,236782252,25181889523,210220,-38480,0,1150,-29521,-313217.81,649,289,8,9749,10101,57,42,0,1339,1324,39
2026-06-03,2317,鴻海,306.0,314.0,299.0,309.0,149620933,46070597795,119544,28019,0,2775,997,30807.3,6559,6513,38,52666,52674,297,115,0,1275,1093,141
2026-06-03,2330,台積電,2425.0,2440.0,2410.0,2425.0,29219904,70861766012,89415,-104,0,647,226,54805.0,1094,1690,229,29135,28310,6,19,0,91,104,0
2026-06-03,006208,富邦台50,248.5,249.85,248.05,248.8,3182602,791864475,9527,-19,0,0,311,7737.68,21,5,0,157,173,2,0,0,28,26,0
2026-06-03,0050,元大台灣50,107.3,107.85,107.1,107.6,79592362,8559208311,86991,1761,0,1602,-8740,-94042.4,959,380,7,9177,9749,44,54,0,1329,1339,7
2026-06-02,2317,鴻海,297.5,302.0,293.0,301.5,113076476,33730767792,97760,25502,0,2068,1,30.15,6861,6737,21,52563,52666,34,105,1,1205,1275,90
2026-06-02,2330,台積電,2390.0,2400.0,2360.0,2380.0,41532527,98885005900,99496,391,0,-68,461,109718.0,1166,1084,26,29079,29135,14,6,0,99,91,2
2026-06-02,006208,富邦台50,244.8,245.65,241.45,244.55,3254566,793556509,12757,-376,0,-30,592,14477.36,6,4,0,155,157,0,0,0,28,28,0
2026-06-02,0050,元大台灣50,106.3,106.3,104.2,105.7,117160979,12341210929,164814,-33890,0,-70,-9919,-104843.83,734,1377,18,9838,9177,21,47,0,1303,1329,16
2026-06-01,006208,富邦台50,241.5,247.0,241.5,243.9,5023840,1226106712,13575,50,0,0,968,23609.52,6,2,0,151,155,0,0,0,28,28,4
2026-06-01,2330,台積電,2355.0,2415.0,2350.0,2355.0,60942792,144105259583,136367,-3312,0,458,922,217131.0,2142,967,260,28164,29079,9,2,0,106,99,5
2026-06-01,2317,鴻海,302.0,304.5,293.0,293.5,205766647,61545917998,167855,-6576,0,1808,-377,-11064.95,10339,18603,15,60842,52563,132,29,0,1308,1205,72
2026-06-01,0050,元大台灣50,105.25,106.7,104.5,105.5,135817122,14329024058,156361,-22686,0,2124,-36310,-383070.5,1132,571,10,9287,9838,269,33,0,1539,1303,20
2026-05-29,2317,鴻海,269.0,289.0,268.0,289.0,289511198,82003231787,189186,80338,0,7423,4618,133460.2,21383,5531,83,45073,60842,121,448,9,990,1308,128
2026-05-29,0050,元大台灣50,103.2,105.4,102.7,105.4,102355526,10636250508,80065,15009,0,5310,7410,78101.4,1486,810,18,8629,9287,47,137,0,1449,1539,76
2026-05-29,2330,台積電,2340.0,2375.0,2330.0,2355.0,104783831,246787941206,127095,13284,0,349,420,98910.0,2165,2224,22,28245,28164,31,4,0,133,106,2
2026-05-29,006208,富邦台50,238.75,241.4,237.95,241.25,4423176,1061738414,9686,1042,0,0,1406,33919.75,4,13,0,160,151,3,0,0,31,28,0
2026-05-28,2317,鴻海,265.0,269.5,259.5,263.0,73792269,19558676146,70332,12866,0,130,-173,-4549.9,2138,3955,10,46900,45073,28,75,0,943,990,42
2026-05-28,006208,富邦台50,239.9,241.25,231.9,233.15,5183837,1226217333,17430,15,0,0,-123,-2867.74,13,3,0,150,160,1,0,0,32,31,0
2026-05-28,2330,台積電,2350.0,2360.0,2270.0,2295.0,42313277,98017950283,208403,-7079,0,465,466,106947.0,2935,1228,36,26574,28245,7,39,0,101,133,1
2026-05-28,0050,元大台灣50,104.0,104.25,100.1,100.5,152915695,15600509184,207536,-39726,0,688,-21962,-220718.1,957,903,5,8580,8629,122,52,0,1519,1449,40
2026-05-27,2317,鴻海,263.0,269.0,261.0,264.0,78352856,20785977986,71175,19616,0,133,376,9926.4,2941,4171,66,48196,46900,20,111,0,852,943,29
2026-05-27,0050,元大台灣50,102.4,103.9,102.0,102.55,94959812,9787482181,98413,3238,0,28,7013,71918.32,442,860,8,9006,8580,41,254,0,1306,1519,72
2026-05-27,2330,台積電,2310.0,2330.0,2290.0,2300.0,40272350,93104987424,124314,8810,0,1,371,85330.0,1364,1808,21,27039,26574,1,11,1,92,101,5
2026-05-27,006208,富邦台50,237.75,240.2,236.05,237.6,4846354,1157236756,10931,808,0,0,1391,33050.16,11,18,0,157,150,0,0,0,32,32,0
2026-05-26,2317,鴻海,262.5,263.5,257.0,259.0,55665305,14456095922,52788,9279,0,-246,-676,-17508.4,2108,4840,29,50957,48196,32,13,0,871,852,12
2026-05-26,006208,富邦台50,235.0,235.45,232.5,232.55,2549863,595307858,10259,69,0,0,-175,-4069.62,3,20,0,174,157,0,0,0,32,32,0
2026-05-26,2330,台積電,2320.0,2325.0,2270.0,2270.0,32781470,75166410300,203876,-7749,0,-598,97,22019.0,1545,652,26,26172,27039,3,0,0,95,92,1
2026-05-26,0050,元大台灣50,101.6,101.8,100.1,100.1,93560313,9432115613,112958,-14393,0,2131,-9331,-93403.31,655,471,5,8827,9006,29,24,0,1311,1306,6
2026-05-25,2317,鴻海,255.0,263.5,255.0,261.0,122990174,31917908130,107476,52052,0,1212,2523,65850.3,7093,2814,56,46734,50957,28,74,1,826,871,18
2026-05-25,0050,元大台灣50,99.55,101.0,99.55,100.8,129483256,13010032076,107787,19246,0,1866,7357,74158.56,540,949,19,9255,8827,72,92,1,1292,1311,83
2026-05-25,2330,台積電,2275.0,2310.0,2275.0,2310.0,28250944,64901118325,120043,4045,0,4128,97,22407.0,746,1488,32,26946,26172,6,4,0,97,95,2
2026-05-25,006208,富邦台50,230.25,234.0,230.15,233.15,7505248,1746925483,12994,2707,0,0,-693,-16157.3,11,31,1,195,174,0,1,0,31,32,0
2026-05-22,0050,元大台灣50,96.3,97.3,96.0,97.3,64288280,6213742970,70101,7809,0,85,16868,164125.64,430,603,24,9452,9255,55,75,0,1272,1292,5
2026-05-22,2317,鴻海,249.0,251.5,245.0,250.0,56310552,14068289262,42953,20814,0,-85,301,7525.0,1172,1623,13,47198,46734,43,21,0,848,826,10
2026-05-22,006208,富邦台50,222.8,225.05,222.05,225.05,3447577,771051367,8616,70,0,0,2094,47125.47,22,24,1,198,195,0,0,0,31,31,0
2026-05-22,2330,台積電,2245.0,2260.0,2225.0,2255.0,26823133,60188140377,95365,732,0,-465,187,42168.5,699,692,13,26952,26946,5,2,0,100,97,2
2026-05-21,2317,鴻海,245.0,249.0,244.0,247.5,51483466,12723783372,39019,24043,0,-163,992,24552.0,724,1791,30,48295,47198,522,78,0,1292,848,10
2026-05-21,0050,元大台灣50,94.8,96.05,94.7,95.85,62215954,5942503747,64187,12025,0,3770,5150,49362.75,348,991,2,10097,9452,78,126,0,1224,1272,34
2026-05-21,006208,富邦台50,218.95,222.0,218.95,221.55,2478368,547310332,7259,327,0,0,1329,29444.0,6,75,0,267,198,0,0,0,31,31,0
2026-05-21,2330,台積電,2240.0,2255.0,2230.0,2230.0,24929331,55826019099,75045,1014,0,167,423,94329.0,655,731,6,27034,26952,2,13,0,89,100,3
2026-05-20,006208,富邦台50,215.4,216.4,213.8,214.1,5292332,1136254827,18825,1018,0,0,495,10597.95,13,15,0,269,267,0,0,0,31,31,0
2026-05-20,2330,台積電,2205.0,2210.0,2185.0,2185.0,38332945,84197244281,233768,-11032,0,2188,-712,-155572.0,632,473,12,26887,27034,20,1,0,108,89,1
2026-05-20,2317,鴻海,246.5,246.5,239.5,240.0,62650287,15132372673,72312,-12760,0,-2327,-4203,-100872.0,1964,915,25,47271,48295,97,511,0,878,1292,11
2026-05-20,0050,元大台灣50,93.0,93.5,92.45,92.5,121650308,11289688382,227369,-15132,0,885,-34865,-322501.25,629,212,6,9686,10097,61,73,0,1212,1224,0
2026-05-19,2317,鴻海,251.0,254.0,244.0,245.0,70223341,17474685394,52910,4857,0,-2321,-309,-7570.5,1860,2337,27,47775,47271,68,59,0,887,878,14
2026-05-19,006208,富邦台50,218.9,219.15,215.6,215.65,4228697,917668832,23044,-351,0,0,-1047,-22578.56,25,16,0,260,269,0,0,0,31,31,0
2026-05-19,2330,台積電,2220.0,2230.0,2205.0,2205.0,45585931,100876592734,277760,-17247,0,4144,199,43879.5,962,563,83,26571,26887,9,1,0,116,108,1
2026-05-19,0050,元大台灣50,94.35,94.7,93.1,93.1,135939820,12740872880,304750,-46447,0,246,-42830,-398747.3,759,416,1,9344,9686,124,18,0,1318,1212,3
2026-05-18,006208,富邦台50,218.2,220.0,216.1,219.4,7455796,1624786185,18142,1174,0,0,590,12944.6,41,1,0,220,260,1,0,0,32,31,0
2026-05-18,2317,鴻海,251.0,251.0,241.0,248.5,63512356,15672562637,55720,1667,0,-13,-478,-11878.3,1805,987,16,46973,47775,144,79,0,952,887,17
2026-05-18,2330,台積電,2225.0,2260.0,2215.0,2240.0,32966937,73654895962,146159,-9522,0,6429,520,116480.0,705,265,42,26173,26571,5,2,0,119,116,3
2026-05-18,0050,元大台灣50,94.0,95.2,93.3,94.9,118571453,11160721206,219202,-43214,0,2580,-18252,-173211.48,670,397,2,9073,9344,121,59,0,1380,1318,17
2026-05-15,2317,鴻海,249.0,260.0,247.0,248.5,138413483,35053027233,106675,59174,0,386,-180,-4473.0,2175,3791,58,48647,46973,17,140,1,830,952,41
2026-05-15,006208,富邦台50,227.55,228.0,220.4,220.4,5273567,1179070251,13475,-178,0,0,2030,44741.2,32,19,0,207,220,0,1,0,31,32,1
2026-05-15,2330,台積電,2310.0,2325.0,2250.0,2265.0,34360513,78454021723,129447,-3399,0,3385,-21,-4756.5,1032,1373,33,26547,26173,3,5,0,117,119,1
2026-05-15,0050,元大台灣50,97.65,98.25,95.2,95.4,98132989,9472541597,144425,-24068,0,-495,2010,19175.4,795,1031,18,9327,9073,113,110,0,1383,1380,11
2026-05-14,2330,台積電,2250.0,2270.0,2230.0,2270.0,39564699,89220307307,83872,600,0,5856,-1289,-292603.0,252,1120,210,27625,26547,0,7,0,110,117,7
2026-05-14,006208,富邦台50,224.05,225.2,221.65,222.5,6133410,1366900596,7190,2488,0,0,808,17978.0,7,28,0,228,207,0,0,0,31,31,0
2026-05-14,0050,元大台灣50,96.9,97.2,95.75,96.05,57229209,5510647058,70419,-6047,0,580,-3,-28.81,236,465,19,9575,9327,30,26,0,1387,1383,37
2026-05-14,2317,鴻海,255.0,255.0,244.0,244.5,73360409,18260193256,98873,-21538,0,-785,-1143,-27946.35,4013,1743,12,46389,48647,167,19,0,978,830,18
2026-05-13,2317,鴻海,246.5,251.0,242.5,251.0,72415109,17904870346,54330,21568,0,-4065,-154,-3865.4,1538,1267,113,46231,46389,77,47,0,1008,978,10
2026-05-13,006208,富邦台50,219.8,221.85,219.0,221.2,7653280,1685368739,24438,183,0,-36,1797,39749.64,43,7,0,192,228,0,0,0,31,31,0
2026-05-13,2330,台積電,2205.0,2240.0,2205.0,2220.0,43727683,96933847961,259489,-11971,0,5473,-589,-130758.0,1049,488,11,27075,27625,18,3,0,125,110,3
2026-05-13,0050,元大台灣50,94.85,95.8,94.7,95.5,130654061,12419149243,260692,-52954,0,0,-15908,-151921.4,591,507,78,9569,9575,91,88,0,1390,1387,25
2026-05-12,2317,鴻海,254.0,254.0,246.0,250.0,84325367,21054986313,64483,31682,0,-10781,113,2825.0,1640,2592,25,47208,46231,66,48,0,1026,1008,11
2026-05-12,006208,富邦台50,224.5,225.4,221.3,224.55,6516614,1457411635,13300,2223,0,0,977,21938.53,9,41,0,224,192,0,0,0,31,31,0
2026-05-12,2330,台積電,2235.0,2280.0,2210.0,2255.0,54239538,121891443938,183443,-9238,0,8879,424,95612.0,928,1223,32,27402,27075,2,24,0,103,125,0
2026-05-12,0050,元大台灣50,96.85,97.35,95.5,96.85,102303450,9876959425,142949,-12503,0,0,-3422,-33142.07,387,634,44,9860,9569,63,53,0,1400,1390,25
2026-05-11,2317,鴻海,256.5,258.0,251.0,252.0,63063740,15967564839,53855,9407,0,112,-321,-8089.2,1364,2092,5,47941,47208,22,68,1,981,1026,4
2026-05-11,006208,富邦台50,223.85,224.75,223.15,224.45,4154662,931847882,14424,805,0,0,287,6441.71,38,20,0,206,224,0,0,0,31,31,0
2026-05-11,2330,台積電,2265.0,2275.0,2235.0,2235.0,46172626,104025934565,377408,-17754,0,-54,-8,-1788.0,1803,1012,20,26631,27402,15,2,0,116,103,0
2026-05-11,0050,元大台灣50,96.65,97.15,96.5,96.9,96606391,9362479353,148902,-26939,0,2300,-18065,-175049.85,471,326,7,9722,9860,15,21,0,1394,1400,6
2026-05-08,2317,鴻海,254.0,256.0,245.5,250.0,102375417,25681314188,90563,30089,0,342,-1501,-37525.0,1370,5211,29,51811,47941,116,60,12,1049,981,12
2026-05-08,006208,富邦台50,225.35,226.2,222.2,224.3,6091588,1368293504,18171,1012,0,0,-235,-5271.05,27,16,0,195,206,0,0,0,31,31,0
2026-05-08,2330,台積電,2300.0,2310.0,2265.0,2290.0,31730352,72760055995,153342,-858,0,1268,107,24503.0,890,883,216,26840,26631,9,6,0,119,116,0
2026-05-08,0050,元大台灣50,97.35,97.7,95.85,97.0,131188123,12716275565,217822,-46155,0,0,-17527,-170011.9,740,664,2,9648,9722,79,47,0,1426,1394,9
2026-05-07,2317,鴻海,255.0,258.0,250.0,253.5,128767846,32675028299,99338,21953,0,1697,145,3675.75,4201,6689,31,54330,51811,101,53,1,1098,1049,57
2026-05-07,2330,台積電,2335.0,2345.0,2310.0,2310.0,41966283,97374950118,127355,3885,0,1433,148,34188.0,1182,2014,12,27684,26840,8,6,0,121,119,1
2026-05-07,006208,富邦台50,225.8,227.8,225.5,226.8,5675876,1286219497,11464,399,0,0,626,14197.68,19,19,0,195,195,0,0,0,31,31,0
2026-05-07,0050,元大台灣50,97.95,98.4,97.4,97.7,117152238,11472448704,119685,-3764,0,0,-21115,-206293.55,836,691,2,9505,9648,56,60,0,1422,1426,20
